,neighbourhood_group_cleansed,availability_30,is_location_exact,host_identity_verified,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,price,Price_Person_Night,room_type,security_deposit,cleaning_fee,number_of_reviews,cancellation_policy,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_value,extra_people,guests_included,accommodates,host_is_superhost,instant_bookable
957,Centro,15,t,t,2.0,3.0,10.0,2,1125,72.4268,72.4268,Entire_home/apt,281.66369355,46.943948925,86,strict,1.66,93.0,9.0,9.0,22.533095484,1,12,f,t
958,Centro,12,t,t,2.0,4.0,6.0,3,1125,191.718,191.718,Entire_home/apt,187.7757957,46.943948925,0,strict,0.0,0.0,0.0,0.0,0.0,1,7,f,t
959,Centro,12,f,f,1.0,1.0,1.0,2,1125,27.6926,27.6926,Private room,0.0,0.0,17,moderate,3.45,95.0,10.0,9.0,0.0,1,2,f,f
960,Centro,10,f,t,2.0,5.0,16.0,2,33,213.02,23.6688888889,Entire_home/apt,187.7757957,56.33273871,0,strict,0.0,0.0,0.0,0.0,28.166369355,9,16,t,t
961,Centro,24,t,t,2.0,1.0,1.0,1,1125,44.7342,22.3671,Private room,0.0,0.0,2,strict,0.3,70.0,7.0,8.0,0.0,2,2,f,f
962,Centro,3,f,f,1.0,2.0,2.0,3,1125,85.208,85.208,Entire_home/apt,0.0,23.4719744625,26,flexible,3.59,98.0,10.0,10.0,0.0,1,4,t,t
963,Centro,15,f,f,1.0,1.0,3.0,3,1125,79.8825,39.94125,Entire_home/apt,0.0,0.0,7,strict,1.33,97.0,10.0,9.0,14.0831846775,2,2,f,t
964,Centro,3,t,t,1.0,1.0,2.0,2,1125,50.0597,25.02985,Entire_home/apt,0.0,0.0,28,strict,4.4,95.0,10.0,10.0,9.388789785,2,4,f,t
965,Centro,1,t,t,1.0,0.0,1.0,2,1125,53.255,53.255,Entire_home/apt,0.0,9.388789785,27,moderate,1.33,88.0,9.0,9.0,0.0,1,2,f,f
966,Centro,8,f,t,1.0,1.0,1.0,3,1125,37.2785,37.2785,Entire_home/apt,0.0,0.0,22,flexible,4.55,88.0,9.0,9.0,0.0,1,2,f,f
967,Centro,2,t,t,1.0,1.31,1.0,2,15,40.4738,40.4738,Entire_home/apt,84.499108065,14.0831846775,253,moderate,4.96,91.0,9.0,9.0,0.0,1,2,f,f
968,Centro,3,t,f,1.0,0.0,1.0,2,1125,35.1483,35.1483,Entire_home/apt,234.719744625,31.921885269,22,strict,1.5,73.0,8.0,7.0,4.6943948925,1,2,f,t
969,Centro,15,t,f,1.0,0.0,2.0,6,1125,53.255,53.255,Entire_home/apt,140.831846775,46.943948925,2,moderate,0.12,90.0,10.0,10.0,9.388789785,1,4,f,f
970,Centro,17,f,t,1.0,1.0,1.0,1,1125,40.4738,40.4738,Private room,93.88789785,14.0831846775,5,strict,0.42,80.0,8.0,9.0,0.0,1,2,f,f
971,Centro,26,f,f,1.5,2.0,1.0,2,1125,42.604,42.604,Private room,0.0,0.0,2,flexible,0.55,100.0,10.0,10.0,0.0,1,2,f,f
972,Centro,9,t,t,1.0,2.0,2.0,2,1125,95.859,95.859,Entire_home/apt,93.88789785,28.166369355,63,moderate,4.86,90.0,9.0,9.0,0.0,1,4,f,t
973,Centro,3,f,t,1.0,1.0,1.0,1,1125,52.1899,52.1899,Entire_home/apt,93.88789785,14.0831846775,26,strict,4.84,92.0,9.0,9.0,0.0,1,2,f,f
974,Centro,13,t,f,1.0,1.0,1.0,2,34,47.9295,47.9295,Entire_home/apt,110.787719463,23.4719744625,7,moderate,5.25,80.0,9.0,8.0,0.0,1,2,f,t
975,Centro,7,t,t,1.0,1.0,2.0,2,1125,101.1845,50.59225,Entire_home/apt,187.7757957,46.943948925,20,strict,0.51,87.0,10.0,9.0,18.77757957,2,4,f,t
976,Centro,8,t,t,1.0,1.0,2.0,3,1125,63.906,31.953,Entire_home/apt,0.0,18.77757957,157,moderate,4.14,94.0,10.0,9.0,0.0,2,2,f,t
977,Centro,13,t,t,1.0,1.0,2.0,2,1125,79.8825,39.94125,Entire_home/apt,93.88789785,23.4719744625,3,strict,1.43,100.0,10.0,9.0,11.266547742,2,3,f,f
978,Centro,6,t,t,1.0,1.0,2.0,3,365,101.1845,101.1845,Entire_home/apt,140.831846775,37.55515914,35,strict,0.58,85.0,8.0,8.0,0.0,1,4,f,t
979,Centro,27,t,f,1.0,1.0,3.0,1,1125,30.8879,30.8879,Private room,0.0,0.0,1,flexible,0.16,80.0,10.0,10.0,15.022063656,1,3,f,t
980,Centro,1,f,t,1.0,1.0,1.0,1,1125,58.5805,58.5805,Entire_home/apt,0.0,0.0,72,flexible,7.63,88.0,9.0,9.0,0.0,1,4,f,t
981,Centro,7,f,t,1.0,1.0,1.0,2,1125,31.953,31.953,Private room,0.0,0.0,108,moderate,3.91,90.0,9.0,9.0,0.0,1,2,f,f
982,Centro,6,t,f,1.0,1.0,2.0,2,1125,47.9295,47.9295,Entire_home/apt,93.88789785,23.4719744625,7,moderate,1.0,80.0,9.0,8.0,0.0,1,3,f,t
983,Centro,4,t,t,1.0,0.0,2.0,3,90,53.255,26.6275,Entire_home/apt,0.0,18.77757957,47,moderate,1.65,89.0,9.0,9.0,7.511031828,2,4,f,t
984,Centro,12,t,t,1.0,1.0,2.0,2,90,53.255,26.6275,Entire_home/apt,140.831846775,23.4719744625,142,moderate,2.0,80.0,8.0,8.0,14.0831846775,2,4,f,t
985,Centro,7,t,t,2.0,3.0,5.0,3,60,127.812,63.906,Entire_home/apt,140.831846775,0.0,21,moderate,2.21,89.0,9.0,9.0,16.899821613,2,6,f,t
986,Centro,2,t,t,1.0,0.0,1.0,2,1125,48.9946,48.9946,Entire_home/apt,0.0,18.77757957,46,strict,4.69,98.0,10.0,10.0,0.0,1,2,t,f
987,Centro,14,t,f,1.0,1.0,1.0,2,1125,126.7469,63.37345,Entire_home/apt,187.7757957,37.55515914,0,moderate,0.0,0.0,0.0,0.0,28.166369355,2,4,f,t
988,Centro,10,t,f,1.0,1.0,1.0,3,30,43.6691,43.6691,Entire_home/apt,0.0,0.0,31,strict,3.71,90.0,9.0,9.0,0.0,1,2,f,t
989,Centro,16,f,f,1.0,1.0,1.0,1,7,23.4322,23.4322,Private room,0.0,4.6943948925,16,flexible,2.29,99.0,10.0,10.0,9.388789785,1,1,t,f
990,Centro,7,t,t,2.5,1.0,1.0,2,1125,40.4738,40.4738,Private room,140.831846775,9.388789785,1,flexible,0.05,100.0,8.0,8.0,11.266547742,1,2,f,f
991,Centro,27,t,t,1.0,1.0,1.0,3,1125,35.1483,35.1483,Private room,0.0,9.388789785,3,moderate,0.16,100.0,10.0,10.0,4.6943948925,1,2,f,f
992,Centro,8,t,t,1.0,1.0,1.0,2,20,24.4973,24.4973,Private room,0.0,18.77757957,14,strict,1.92,91.0,9.0,9.0,9.388789785,1,2,f,f
993,Centro,2,f,t,2.0,2.0,2.0,1,60,90.5335,45.26675,Entire_home/apt,0.0,18.77757957,40,strict,5.63,98.0,10.0,10.0,14.0831846775,2,4,f,t
994,Centro,0,t,f,1.5,1.0,1.0,2,7,25.5624,25.5624,Private room,0.0,0.0,48,moderate,2.29,94.0,9.0,9.0,0.0,1,1,f,f
995,Centro,11,t,t,1.0,1.0,1.0,3,1125,22.3671,22.3671,Private room,0.0,0.0,52,flexible,2.37,89.0,9.0,9.0,0.0,1,1,f,f
996,Centro,4,t,t,1.0,2.0,2.0,2,1125,79.8825,79.8825,Entire_home/apt,0.0,28.166369355,2,strict,2.0,90.0,10.0,9.0,0.0,1,4,f,f
997,Centro,9,f,t,1.0,0.0,1.0,2,1125,71.3617,71.3617,Entire_home/apt,140.831846775,28.166369355,58,strict,3.04,94.0,10.0,9.0,0.0,1,2,f,t
998,Centro,22,t,t,2.0,2.0,2.0,1,30,26.6275,26.6275,Private room,0.0,0.0,34,flexible,1.78,92.0,10.0,9.0,18.77757957,1,3,f,f
999,Centro,0,f,f,1.0,1.0,2.0,1,1125,59.6456,29.8228,Entire_home/apt,93.88789785,32.8607642475,58,moderate,2.76,96.0,10.0,10.0,28.166369355,2,3,f,f
1000,Centro,4,f,f,1.0,0.0,1.0,3,93,51.1248,51.1248,Entire_home/apt,0.0,0.0,49,moderate,2.72,90.0,9.0,9.0,0.0,1,2,f,f
1001,Centro,11,t,t,1.0,1.0,1.0,2,1125,23.4322,23.4322,Private room,0.0,0.0,30,moderate,3.2,87.0,9.0,9.0,0.0,1,1,f,f
1002,Centro,7,t,t,1.0,2.0,4.0,3,1125,85.208,42.604,Entire_home/apt,140.831846775,14.0831846775,52,moderate,2.69,94.0,9.0,9.0,9.388789785,2,6,f,f
1003,Centro,4,t,t,1.0,1.0,1.0,1,1125,31.953,31.953,Private room,0.0,0.0,49,flexible,1.68,94.0,9.0,9.0,0.0,1,2,f,f
1004,Centro,1,t,f,1.0,1.0,1.0,1,1125,23.4322,23.4322,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,1,f,t
1005,Centro,7,t,t,1.0,1.0,1.0,2,60,38.3436,38.3436,Private room,0.0,13.144305699,22,strict,2.14,97.0,10.0,10.0,14.0831846775,1,2,t,f
1006,Centro,25,f,f,2.0,1.0,1.0,1,1125,42.604,42.604,Private room,0.0,23.4719744625,3,flexible,0.31,93.0,9.0,9.0,14.0831846775,1,2,f,f
1007,Centro,4,t,t,1.0,1.0,3.0,3,1125,79.8825,39.94125,Entire_home/apt,187.7757957,32.8607642475,34,strict,2.09,95.0,10.0,9.0,14.0831846775,2,5,f,t
1008,Centro,4,t,t,1.0,1.0,1.0,2,14,42.604,42.604,Entire_home/apt,93.88789785,21.5942165055,20,moderate,5.0,99.0,10.0,10.0,0.0,1,2,f,t
1009,Centro,2,f,f,1.0,0.0,1.0,2,1125,40.4738,40.4738,Entire_home/apt,0.0,0.0,54,moderate,5.81,89.0,9.0,9.0,0.0,1,2,f,t
1010,Centro,9,f,t,1.0,1.0,1.0,2,1125,26.6275,26.6275,Private room,0.0,4.6943948925,0,strict,0.0,0.0,0.0,0.0,4.6943948925,1,2,f,f
1011,Centro,5,t,t,1.0,3.0,6.0,3,1125,97.9892,48.9946,Entire_home/apt,187.7757957,0.0,49,strict,3.11,80.0,8.0,8.0,9.388789785,2,7,f,t
1012,Centro,7,f,t,1.0,1.0,1.0,3,1125,51.1248,51.1248,Entire_home/apt,281.66369355,28.166369355,12,moderate,5.81,88.0,10.0,9.0,0.0,1,2,f,t
1013,Centro,0,t,t,1.0,0.0,2.0,2,15,53.255,26.6275,Entire_home/apt,93.88789785,18.77757957,62,moderate,5.21,92.0,10.0,9.0,4.6943948925,2,3,f,t
1014,Centro,6,t,t,1.0,1.0,1.0,2,1125,44.7342,22.3671,Entire_home/apt,140.831846775,23.4719744625,25,strict,2.76,87.0,9.0,9.0,9.388789785,2,4,f,t
1015,Centro,2,f,t,1.0,1.0,2.0,2,1125,46.8644,23.4322,Entire_home/apt,93.88789785,18.77757957,38,moderate,4.07,96.0,10.0,9.0,4.6943948925,2,4,f,t
1016,Centro,3,t,t,1.0,1.0,1.0,2,30,29.8228,29.8228,Private room,93.88789785,4.6943948925,33,strict,0.95,92.0,9.0,9.0,9.388789785,1,2,f,f
1017,Centro,8,t,t,1.0,1.0,1.0,2,90,37.2785,37.2785,Private room,0.0,0.0,33,moderate,0.87,95.0,9.0,9.0,0.0,1,1,f,f
1018,Centro,1,t,t,1.0,1.0,2.0,2,1125,74.557,74.557,Entire_home/apt,375.5515914,28.166369355,29,strict,5.15,97.0,10.0,10.0,0.0,1,4,f,t
1019,Centro,8,t,f,1.0,1.0,2.0,3,15,53.255,53.255,Entire_home/apt,0.0,0.0,6,flexible,2.57,87.0,8.0,8.0,0.0,1,3,f,t
1020,Centro,6,t,t,1.5,2.0,2.0,2,1125,75.6221,37.81105,Entire_home/apt,187.7757957,18.77757957,19,strict,3.1,97.0,10.0,10.0,18.77757957,2,4,f,t
1021,Centro,25,f,f,1.0,1.0,1.0,1,1125,27.6926,27.6926,Private room,0.0,9.388789785,6,flexible,0.24,97.0,10.0,10.0,9.388789785,1,1,f,f
1022,Centro,1,t,t,1.0,1.0,1.0,2,62,19.1718,19.1718,Private room,93.88789785,9.388789785,3,moderate,0.57,100.0,10.0,10.0,9.388789785,1,1,f,f
1023,Centro,6,t,t,1.0,1.0,2.0,1,1125,53.255,26.6275,Entire_home/apt,93.88789785,0.0,79,moderate,2.17,85.0,9.0,9.0,14.0831846775,2,3,f,f
1026,Centro,8,t,t,1.0,1.0,2.0,2,1125,56.4503,28.22515,Entire_home/apt,0.0,14.0831846775,147,moderate,4.93,85.0,9.0,8.0,14.0831846775,2,4,f,t
1027,Centro,4,t,t,1.0,1.0,1.0,2,1125,47.9295,47.9295,Entire_home/apt,0.0,18.77757957,15,moderate,1.61,89.0,9.0,9.0,0.0,1,2,t,f
1028,Centro,12,t,t,1.0,0.0,2.0,3,1125,47.9295,47.9295,Entire_home/apt,0.0,9.388789785,43,moderate,1.6,84.0,9.0,8.0,0.0,1,2,f,t
1029,Centro,6,t,f,1.0,1.0,2.0,1,1125,58.5805,29.29025,Entire_home/apt,93.88789785,18.77757957,0,strict,0.0,0.0,0.0,0.0,7.511031828,2,3,t,f
1030,Centro,21,t,f,1.5,1.0,1.0,2,1125,37.2785,37.2785,Private room,0.0,0.0,87,strict,2.56,93.0,10.0,9.0,18.77757957,1,2,f,f
1031,Centro,23,f,t,1.0,2.0,3.0,1,1125,122.4865,24.4973,Entire_home/apt,0.0,9.388789785,2,flexible,0.19,80.0,8.0,8.0,14.0831846775,5,5,f,f
1032,Centro,15,t,t,1.0,2.0,3.0,2,1125,122.4865,122.4865,Entire_home/apt,0.0,37.55515914,17,flexible,1.43,99.0,10.0,10.0,0.0,1,6,t,f
1033,Centro,2,t,f,1.23,1.0,2.03,6,1125,36.2134,36.2134,Entire_home/apt,0.0,0.0,49,flexible,1.01,88.0,9.0,9.0,5.633273871,1,2,f,f
1034,Centro,13,f,t,1.0,3.0,5.0,1,1125,101.1845,25.296125,Entire_home/apt,84.499108065,46.943948925,34,moderate,1.87,89.0,9.0,9.0,18.77757957,4,5,f,t
1035,Centro,6,t,t,3.0,4.0,4.0,2,1125,168.2858,42.07145,Entire_home/apt,234.719744625,46.943948925,143,strict,5.3,97.0,10.0,10.0,18.77757957,4,8,t,f
1036,Centro,1,f,f,1.0,0.0,1.0,2,1125,42.604,42.604,Entire_home/apt,0.0,0.0,33,strict,3.54,83.0,9.0,8.0,0.0,1,2,f,t
1037,Centro,2,t,t,1.0,1.0,2.0,3,30,51.1248,25.5624,Entire_home/apt,93.88789785,16.899821613,42,moderate,6.7,94.0,9.0,9.0,9.388789785,2,3,f,t
1038,Centro,11,f,f,1.0,1.0,2.0,2,1125,53.255,17.7516666667,Entire_home/apt,187.7757957,23.4719744625,21,flexible,3.32,89.0,9.0,9.0,9.388789785,3,4,f,f
1039,Centro,9,t,t,1.0,1.0,2.0,2,1125,63.906,63.906,Entire_home/apt,187.7757957,28.166369355,29,flexible,2.05,81.0,9.0,8.0,0.0,1,4,f,f
1040,Centro,0,t,f,1.0,1.0,2.0,4,1125,58.5805,58.5805,Entire_home/apt,0.0,0.0,71,strict,2.31,92.0,9.0,9.0,0.0,1,4,f,f
1041,Centro,17,f,f,1.0,1.0,2.0,3,6,74.557,37.2785,Entire_home/apt,140.831846775,28.166369355,6,strict,3.27,97.0,10.0,9.0,9.388789785,2,4,f,f
1042,Centro,3,t,f,1.0,0.0,2.0,2,1125,63.906,63.906,Entire_home/apt,0.0,0.0,1,flexible,0.3,100.0,10.0,10.0,0.0,1,3,f,t
1043,Centro,4,f,t,1.0,1.0,1.0,1,1125,47.9295,47.9295,Entire_home/apt,0.0,18.77757957,28,strict,6.0,91.0,10.0,9.0,0.0,1,2,f,t
1044,Centro,4,t,t,1.0,1.0,1.0,2,1125,76.6872,38.3436,Entire_home/apt,93.88789785,46.943948925,124,strict,3.98,91.0,9.0,9.0,4.6943948925,2,3,f,t
1045,Centro,6,f,f,1.0,0.0,1.0,3,1125,57.5154,28.7577,Entire_home/apt,93.88789785,28.166369355,30,moderate,3.19,89.0,9.0,9.0,0.0,2,2,f,t
1046,Centro,0,t,t,1.0,2.0,3.0,1,1125,51.1248,25.5624,Entire_home/apt,140.831846775,9.388789785,131,flexible,6.05,92.0,9.0,9.0,18.77757957,2,4,f,t
1047,Centro,4,t,t,1.0,1.0,2.0,1,1125,66.0362,33.0181,Entire_home/apt,140.831846775,18.77757957,105,moderate,8.04,97.0,10.0,10.0,14.0831846775,2,4,t,f
1048,Centro,0,t,f,1.0,1.0,2.0,2,1125,47.9295,47.9295,Entire_home/apt,93.88789785,28.166369355,71,strict,5.77,91.0,10.0,10.0,0.0,1,4,f,f
1049,Centro,1,f,t,1.0,2.0,4.0,2,1125,103.3147,103.3147,Entire_home/apt,93.88789785,0.0,0,strict,0.0,0.0,0.0,0.0,0.0,1,6,f,t
1050,Centro,11,t,t,1.0,2.0,3.0,2,1125,63.906,15.9765,Entire_home/apt,0.0,18.77757957,46,moderate,2.83,93.0,9.0,9.0,14.0831846775,4,6,f,f
1051,Centro,4,f,t,1.0,1.0,2.0,2,1125,64.9711,32.48555,Entire_home/apt,140.831846775,28.166369355,81,strict,3.1,90.0,9.0,9.0,9.388789785,2,4,f,t
1052,Centro,18,t,t,1.0,2.0,3.0,2,14,90.5335,22.633375,Entire_home/apt,0.0,18.77757957,1,moderate,1.0,80.0,6.0,8.0,9.388789785,4,6,f,t
1053,Centro,9,t,t,1.0,1.0,1.0,2,1125,47.9295,47.9295,Entire_home/apt,0.0,28.166369355,2,strict,2.0,70.0,7.0,7.0,0.0,1,3,f,f
1054,Centro,3,t,t,1.0,1.0,2.0,2,14,63.906,31.953,Entire_home/apt,187.7757957,18.77757957,30,strict,2.11,93.0,10.0,9.0,18.77757957,2,4,t,t
1055,Centro,21,t,t,1.0,1.0,1.0,3,1125,40.4738,40.4738,Private room,0.0,0.0,30,flexible,1.29,95.0,10.0,9.0,9.388789785,1,2,f,f
1056,Centro,8,t,f,1.0,2.0,2.0,2,1125,72.4268,72.4268,Entire_home/apt,140.831846775,33.799643226,9,moderate,1.29,85.0,9.0,9.0,0.0,1,3,f,t
1057,Centro,10,t,t,1.0,1.0,1.0,1,1125,47.9295,47.9295,Private room,0.0,9.388789785,2,moderate,0.19,70.0,8.0,7.0,4.6943948925,1,2,f,t
1058,Centro,2,t,t,1.0,0.0,1.0,4,1125,58.5805,29.29025,Entire_home/apt,0.0,28.166369355,24,strict,1.36,94.0,9.0,9.0,14.0831846775,2,3,f,f
1059,Centro,0,t,t,1.0,1.0,1.0,2,90,79.8825,79.8825,Entire_home/apt,0.0,0.0,114,moderate,1.8,98.0,10.0,10.0,0.0,1,2,t,t
1060,Centro,1,f,t,1.0,1.0,2.0,1,1125,62.8409,31.42045,Entire_home/apt,0.0,0.0,6,moderate,2.54,80.0,9.0,9.0,4.6943948925,2,4,f,f
1061,Centro,1,f,t,1.0,2.0,2.0,1,1125,74.557,74.557,Entire_home/apt,0.0,0.0,76,flexible,7.84,91.0,10.0,9.0,0.0,1,4,f,t
1062,Centro,1,t,t,1.0,0.0,1.0,2,1125,47.9295,47.9295,Entire_home/apt,0.0,0.0,6,strict,2.95,87.0,9.0,9.0,0.0,1,2,f,f
1063,Centro,6,t,f,1.0,1.0,2.0,4,1125,37.2785,37.2785,Entire_home/apt,0.0,23.4719744625,12,strict,0.94,77.0,9.0,9.0,5.633273871,1,2,f,t
1064,Centro,14,f,f,1.0,1.0,2.0,3,3,79.8825,79.8825,Entire_home/apt,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,2,f,f
1065,Centro,3,t,t,2.0,2.0,3.0,2,30,79.8825,19.970625,Entire_home/apt,140.831846775,36.6162801615,73,flexible,5.08,93.0,9.0,10.0,16.899821613,4,5,f,f
1066,Centro,16,t,t,1.0,1.0,2.0,2,1125,79.8825,39.94125,Entire_home/apt,0.0,0.0,13,strict,0.27,90.0,9.0,9.0,0.0,2,4,f,f
1067,Centro,5,f,t,1.0,2.0,2.0,2,1125,84.1429,84.1429,Entire_home/apt,0.0,18.77757957,14,moderate,1.08,90.0,10.0,9.0,0.0,1,4,f,f
1068,Centro,4,f,t,1.0,0.0,1.0,2,1125,53.255,26.6275,Entire_home/apt,0.0,18.77757957,3,flexible,1.18,100.0,10.0,10.0,9.388789785,2,4,f,f
1069,Centro,6,t,t,1.0,1.0,1.0,5,365,42.604,42.604,Entire_home/apt,93.88789785,28.166369355,33,moderate,1.19,92.0,9.0,9.0,0.0,1,2,f,f
1070,Centro,17,f,t,1.0,1.0,1.0,2,1125,42.604,42.604,Private room,0.0,4.6943948925,3,moderate,0.56,100.0,10.0,9.0,0.0,1,2,f,f
1071,Centro,6,f,f,2.0,3.0,7.0,2,1125,235.3871,29.4233875,Entire_home/apt,234.719744625,37.55515914,17,strict,1.3,95.0,10.0,9.0,23.4719744625,8,12,t,t
1072,Centro,7,f,t,3.0,4.0,9.0,4,1125,202.369,50.59225,Entire_home/apt,281.66369355,37.55515914,58,moderate,2.38,99.0,10.0,10.0,18.77757957,4,9,t,f
1073,Centro,4,t,t,1.0,1.0,1.0,4,1125,69.2315,69.2315,Entire_home/apt,140.831846775,0.0,32,moderate,0.71,96.0,10.0,10.0,0.0,1,2,f,f
1074,Centro,9,t,t,1.0,2.0,4.0,2,1125,122.4865,30.621625,Entire_home/apt,234.719744625,70.4159233875,27,strict,0.46,99.0,10.0,10.0,24.410853441,4,6,f,t
1075,Centro,17,t,t,1.0,1.0,1.0,2,14,31.953,31.953,Private room,93.88789785,0.0,4,flexible,0.57,100.0,10.0,10.0,0.0,1,1,f,f
1076,Centro,18,f,t,1.0,1.0,1.0,2,1125,41.5389,41.5389,Private room,0.0,0.0,46,moderate,4.11,96.0,10.0,9.0,0.0,1,2,t,f
1077,Centro,6,t,t,1.0,2.0,3.0,2,60,74.557,37.2785,Entire_home/apt,75.11031828,18.77757957,18,moderate,0.5,91.0,9.0,9.0,14.0831846775,2,5,f,t
1078,Centro,8,t,t,1.0,1.0,2.0,3,32,69.2315,34.61575,Entire_home/apt,0.0,37.55515914,11,moderate,0.72,89.0,9.0,9.0,9.388789785,2,4,f,t
1079,Centro,29,f,t,1.0,1.0,1.0,1,1125,42.604,42.604,Private room,187.7757957,28.166369355,0,flexible,0.0,0.0,0.0,0.0,18.77757957,1,2,f,f
1080,Centro,7,t,f,1.0,1.0,2.0,2,1125,47.9295,47.9295,Entire_home/apt,93.88789785,28.166369355,54,strict,4.06,95.0,10.0,10.0,0.0,1,4,f,f
1081,Centro,9,t,t,1.0,0.0,2.0,3,60,69.2315,34.61575,Entire_home/apt,93.88789785,14.0831846775,54,strict,1.17,93.0,9.0,9.0,0.0,2,2,f,t
1082,Centro,19,f,t,1.0,1.0,2.0,2,27,53.255,26.6275,Entire_home/apt,0.0,9.388789785,1,flexible,1.0,80.0,6.0,6.0,0.0,2,3,f,f
1083,Centro,11,t,t,1.0,2.0,4.0,3,1125,87.3382,43.6691,Entire_home/apt,140.831846775,0.0,36,strict,2.71,90.0,10.0,9.0,18.77757957,2,4,f,t
1084,Centro,19,t,t,1.0,1.0,2.0,2,120,63.906,31.953,Entire_home/apt,0.0,14.0831846775,23,moderate,1.42,83.0,8.0,8.0,9.388789785,2,2,f,t
1085,Centro,6,t,f,1.0,2.0,2.0,2,1125,90.5335,22.633375,Entire_home/apt,0.0,18.77757957,12,flexible,5.29,98.0,10.0,10.0,14.0831846775,4,5,f,f
1086,Centro,1,t,t,1.0,0.0,1.0,1,1125,47.9295,47.9295,Entire_home/apt,0.0,18.77757957,36,strict,4.5,93.0,10.0,9.0,0.0,1,2,f,t
1087,Centro,9,t,t,1.0,1.0,1.0,3,1125,72.4268,36.2134,Entire_home/apt,112.66547742,0.0,25,moderate,3.5,97.0,9.0,10.0,14.0831846775,2,4,f,t
1088,Centro,3,t,t,1.0,2.0,3.0,3,1125,71.3617,35.68085,Entire_home/apt,0.0,0.0,160,strict,3.78,93.0,9.0,9.0,14.0831846775,2,5,f,t
1089,Centro,13,f,f,1.0,2.0,4.0,3,1125,94.7939,94.7939,Entire_home/apt,140.831846775,32.8607642475,3,strict,1.61,100.0,10.0,10.0,0.0,1,6,f,f
1090,Centro,12,f,t,1.0,2.0,2.0,1,1125,105.4449,26.361225,Entire_home/apt,0.0,18.77757957,10,moderate,1.05,78.0,9.0,8.0,18.77757957,4,5,f,t
1091,Centro,7,t,f,1.0,1.0,1.0,2,7,28.7577,28.7577,Private room,0.0,9.388789785,0,flexible,0.0,0.0,0.0,0.0,0.0,1,2,f,f
1092,Centro,26,f,t,1.0,1.0,1.0,2,1125,29.8228,29.8228,Private room,140.831846775,9.388789785,3,flexible,0.76,87.0,9.0,8.0,14.0831846775,1,2,f,t
1093,Centro,8,t,f,1.0,1.0,2.0,5,1125,47.9295,23.96475,Entire_home/apt,93.88789785,14.0831846775,1,moderate,0.27,100.0,10.0,8.0,9.388789785,2,3,f,t
1094,Centro,3,t,t,1.0,2.0,3.0,3,1125,106.51,26.6275,Entire_home/apt,0.0,0.0,129,moderate,4.85,98.0,10.0,10.0,18.77757957,4,4,t,t
1095,Centro,3,f,t,1.0,2.0,2.0,1,1125,31.953,15.9765,Entire_home/apt,0.0,7.511031828,11,strict,5.79,80.0,9.0,8.0,9.388789785,2,5,f,t
1096,Centro,6,f,t,1.0,1.0,2.0,2,1125,53.255,26.6275,Entire_home/apt,140.831846775,23.4719744625,67,strict,3.9,95.0,10.0,10.0,4.6943948925,2,4,f,f
1097,Centro,5,t,t,1.0,1.0,2.0,3,1125,83.0778,41.5389,Entire_home/apt,93.88789785,28.166369355,48,moderate,3.53,98.0,10.0,10.0,23.4719744625,2,4,t,f
1098,Centro,5,f,t,1.0,2.0,2.0,2,1125,62.8409,31.42045,Entire_home/apt,140.831846775,23.4719744625,75,moderate,4.42,96.0,10.0,10.0,9.388789785,2,4,f,t
1099,Centro,6,t,f,1.0,2.0,3.0,2,1125,138.463,138.463,Entire_home/apt,187.7757957,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,5,f,f
1100,Centro,10,f,t,1.0,1.0,1.0,2,20,31.953,31.953,Private room,0.0,9.388789785,0,flexible,0.0,0.0,0.0,0.0,0.0,1,2,f,f
1103,Centro,10,f,f,1.0,0.0,1.0,4,1125,30.8879,30.8879,Entire_home/apt,281.66369355,30.044127312,12,moderate,1.07,82.0,9.0,9.0,4.6943948925,1,2,f,t
1104,Centro,12,t,f,1.0,1.0,2.0,3,20,67.1013,33.55065,Entire_home/apt,93.88789785,18.77757957,175,moderate,4.1,94.0,10.0,9.0,9.388789785,2,3,f,f
1105,Centro,0,f,t,1.0,1.0,1.0,1,1125,31.953,31.953,Private room,0.0,0.0,48,flexible,1.69,95.0,10.0,10.0,9.388789785,1,2,f,f
1106,Centro,5,t,t,1.0,0.0,2.0,5,1125,69.2315,34.61575,Entire_home/apt,187.7757957,0.0,2,flexible,0.04,100.0,10.0,9.0,14.0831846775,2,3,f,f
1107,Centro,7,t,f,1.0,1.0,1.0,5,90,58.5805,58.5805,Entire_home/apt,187.7757957,14.0831846775,0,strict,0.0,0.0,0.0,0.0,14.0831846775,1,2,f,f
1108,Centro,3,f,t,1.0,1.0,3.0,3,30,69.2315,34.61575,Entire_home/apt,187.7757957,28.166369355,25,strict,1.43,88.0,10.0,9.0,9.388789785,2,5,f,t
1109,Centro,0,t,t,1.0,1.0,3.0,3,365,76.6872,76.6872,Entire_home/apt,0.0,28.166369355,42,strict,0.66,94.0,10.0,9.0,9.388789785,1,4,f,f
